Seed Code,LA Name,Centre Type,School Name,Address Line1,Address Line2,Address Line3,Post Code,Unique Property Reference Number (UPRN),Email,Phone Number,Website Address,Pre-school Department,Primary Department,Secondary Department,Special Department,Gaelic Unit,Integrated Special Unit,Denomination
5425026,Fife,Local Authority,Canongate Primary School,Maynard Road,St Andrews,,KY16 8RX,320174802,canongateps.enquiries@fife.gov.uk,01334 659452,http://www.fifedirect.org.uk/canongateps,Yes,Yes,No,No,No,No,Non-denominational
5133521,Highland,Local Authority,Caol Primary School,Glenkingie Street,Fort William,,PH33 7DP,130107815,caol.primary@highland.gov.uk,01397 703366,http://www.caolprimary.wordpress.com,Yes,Yes,No,No,No,No,Non-denominational
5403421,Fife,Local Authority,Capshard Primary School,Barry Road,Kirkcaldy,,KY2 6JD,320181632,capshardps.enquiries@fife.gov.uk,01592 583415,http://www.fifedirect.org.uk/capshardps,Yes,Yes,No,No,No,No,Non-denominational
5126126,Highland,Local Authority,Carbost Primary School,Carbost,Isle Of Skye,,IV47 8SR,130111260,carbost.primary@highland.gov.uk,01478 640237,http://carbostprimary.wordpress.com,Yes,Yes,No,No,No,No,Non-denominational
8355622,North Lanarkshire,Local Authority,Carbrain Primary School,Glenhove Road,Carbrain,CUMBERNAULD,G67 2LD,118032989,ht@carbrain.n-lanark.sch.uk,01236 794834,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5765,Yes,Yes,No,No,No,No,Non-denominational
5401429,Fife,Local Authority,Cardenden Primary School,Carden Castle Avenue,Cardenden,LOCHGELLY,KY5 0EW,320179922,cardendenps.enquiries@fife.gov.uk,01592 583416,http://www.fifedirect.org.uk/cardendenps,Yes,Yes,No,No,No,No,Non-denominational
8518637,North Lanarkshire,Local Authority,Cardinal Newman High School,Main Street,Bellshill,,ML4 3DW,118106873,ht@cardinalnewman.n-lanark.sch.uk,01698 274944,http://www.cardinalnewman.n-lanark.sch.uk/,No,No,Yes,No,No,No,Roman Catholic
8442347,Glasgow City,Local Authority,Cardinal Winning Secondary School,30 Fullarton Avenue,Glasgow,,G32 8NJ,906700401788,headteacher@cardinalwinning-sec.glasgow.sch.uk,0141 778 3714,http://www.cardinalwinning-sec.glasgow.sch.uk/,No,No,No,Yes,No,No,Roman Catholic
8408025,Glasgow City,Local Authority,Cardonald Primary School,1 Angus Oval,,GLASGOW,G52 3HD,906700127355,headteacher@cardonald-pri.glasgow.sch.uk,0141 883 9668,http://www.cardonald-pri.glasgow.sch.uk,No,Yes,No,No,No,No,Non-denominational
8301425,Argyll & Bute,Local Authority,Cardross Primary School,Kirkton Road,Cardross,,G82 5PN,125032112,enquiries-cardross@argyll-bute.gov.uk,01389 841433,http://www.cardross.argyll-bute.sch.uk/,Yes,Yes,No,No,No,No,Non-denominational
5941326,Dumfries & Galloway,Local Authority,Cargenbridge School,Waterside Road,Cargenbridge,DUMFRIES,DG2 8LL,137049987,gw08officecargenbrid@ea.dumgal.sch.uk,01387 273550,https://blogs.glowscotland.org.uk/dg/CargenbridgeCascade/about/,Yes,Yes,No,No,No,No,Non-denominational
8313628,West Dunbartonshire,Local Authority,Carleith Primary School,Stark Avenue,Duntocher,CLYDEBANK,G81 6EF,129017674,SchoolOffice.Carleith@west-dunbarton.gov.uk,01389 875632,https://sites.google.com/ourcloud.buzz/carleithprimaryschool,No,Yes,No,No,No,No,Non-denominational
5401925,Fife,Local Authority,Carleton Primary School,Happer Crescent,Glenrothes,,KY7 5DN,320180418,Carletonps.enquiries@fife.gov.uk,01592 583417,http://www.fifedirect.org.uk/carletonps,No,Yes,No,No,No,No,Non-denominational
8620725,East Renfrewshire,Local Authority,Carlibar Primary School,Carlibar Road,Barrhead,GLASGOW,G78 1BD,131033116,headteacher@carlibar.e-renfrew.sch.uk,0141 577 4100,https://blogs.glowscotland.org.uk/er/Carlibar/,Yes,Yes,No,No,No,Yes,Non-denominational
5307821,Angus,Local Authority,Carlogie Primary School,Caesar Avenue,Carnoustie,,DD7 6DS,117097029,Carlogie@angusschools.org.uk,01241 465379,http://www.carlogie.angus.sch.uk,Yes,Yes,No,No,No,Yes,Non-denominational
8549931,South Lanarkshire,Local Authority,Carluke High School,Carnwath Road,Carluke,,ML8 4EA,484157056,office@carluke-pri.s-lanark.sch.uk,01555 773680,http://www.carluke-highschool.org.uk/,No,No,Yes,No,No,No,Non-denominational
8545928,South Lanarkshire,Local Authority,Carluke Primary School,Belstane Road,Carluke,,ML8 4BG,484155342,office@carluke-ps.s-lanark.sch.uk,01555 771621,http://www.carluke-pri.s-lanark.sch.uk,Yes,Yes,No,No,No,Yes,Non-denominational
8546126,South Lanarkshire,Local Authority,Carmichael Primary School,Thankerton,Biggar,,ML12 6PG,484164220,office@carmichael-pri.s-lanark.sch.uk,01555 880216,http://www.carmichael-pri.s-lanark.sch.uk,No,Yes,No,No,No,No,Non-denominational
5502926,West Lothian,Local Authority,Carmondean Primary School,Knightsridge Road West,Livingston,WEST LOTHIAN,EH54 8PX,200004097593,wlcarmondean-ps@westlothian.org.uk,01506 432492,http://www.carmondeanprimary.westlothian.org.uk,Yes,Yes,No,No,No,No,Non-denominational
5742323,Falkirk,Local Authority,Carmuirs Primary School,Carmuirs Street,Camelon,FALKIRK,FK1 4PZ,136006749,carmuirsprimaryschool@falkirk.gov.uk,01324 508580,http://www.carmuirs.falkirk.sch.uk,Yes,Yes,No,No,No,No,Non-denominational
8455325,Glasgow City,Local Authority,Carmunnock Primary School,158 Waterside Road,Carmunnock,GLASGOW,G76 9AJ,906700369925,headteacher@carmunnock-pri.glasgow.sch.uk,0141 644 4164,http://www.carmunnock-pri.glasgow.sch.uk,No,Yes,No,No,No,No,Non-denominational
8455422,Glasgow City,Local Authority,Carmyle Primary School & Nursery Class,Hillcrest Road,,GLASGOW,G32 8AG,906700131337,headteacher@carmyle-pri.glasgow.sch.uk,0141 641 2269,http://www.carmyle-pri.glasgow.sch.uk/,Yes,Yes,No,No,No,No,Non-denominational
5301726,Angus,Local Authority,Carmyllie Primary School,Redford,Carmyllie,ARBROATH,DD11 2RD,117083457,Carmyllie@angusschools.org.uk,01241 465387,http://www.carmyllie.angus.sch.uk/,Yes,Yes,No,No,No,No,Non-denominational
8507627,North Lanarkshire,Local Authority,Carnbroe Primary School,Kirkton Crescent,Carnbroe,COATBRIDGE,ML5 4SU,118172706,ht@carnbroe.n-lanark.sch.uk,01236 794894,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5766,No,Yes,No,No,No,No,Non-denominational
5440025,Fife,Local Authority,Carnegie Primary School,Hillend Road,Inverkeithing,,KY11 1PL,320294790,carnegieps.enquiries@fife.gov.uk,01383 602416,http://www.fifedirect.org.uk/carnegieps,No,Yes,No,No,No,No,Non-denominational
5440726,Fife,Local Authority,Carnock Primary School,11 Main Street,Carnock,DUNFERMLINE,KY12 9JG,320187784,Carnockps.enquiries@fife.gov.uk,01383 602411,http://www.fifedirect.org.uk/carnockps,No,Yes,No,No,No,No,Non-denominational
5307430,Angus,Local Authority,Carnoustie High School,Shanwell Road,Carnoustie,,DD7 7SS,117083607,CarnoustieHigh@angusschools.org.uk,01241 465300,http://www.carnoustiehigh.angus.sch.uk,No,No,Yes,No,No,Yes,Non-denominational
8410321,Glasgow City,Local Authority,Carntyne Primary School,38-62 Liberton Street,,GLASGOW,G33 2HF,906700073506,headteacher@carntyne-pri.glasgow.sch.uk,0141 770 4305,http://www.carntyne-pri.glasgow.sch.uk,No,Yes,No,No,No,No,Non-denominational
8546223,South Lanarkshire,Local Authority,Carnwath Primary School,White Craw Court,Carnwath,LANARK,ML11 8GZ,484177498,office@carnwath-ps.s-lanark.sch.uk,01555 840263,http://www.carnwath-pri.s-lanark.sch.uk/wordpress/,Yes,Yes,No,No,No,No,Non-denominational
8600422,East Renfrewshire,Local Authority,Carolside Primary School,4 Ashfield Road,Clarkston,GLASGOW,G76 7TX,131032969,headteacher@carolside.e-renfrew.sch.uk,0141 570 7100,http://www.ea.e-renfrew.sch.uk/carolside/,Yes,Yes,No,No,No,No,Non-denominational
8101825,Argyll & Bute,Local Authority,Carradale Primary School,Carradale,Campbeltown,ARGYLL,PA28 6SD,125043027,enquiries-carradale@argyll-bute.gov.uk,01583 431244,http://www.carradale.argyll-bute.sch.uk/,Yes,Yes,No,No,No,No,Non-denominational
5146429,Highland,Local Authority,Carrbridge Primary,Main Road,Carrbridge,,PH23 3AS,130107181,carrbridge.primary@highland.gov.uk,01479 841249,http://carrbridgeadmin.edublogs.org/,Yes,Yes,No,No,No,No,Non-denominational
8236739,South Ayrshire,Local Authority,Carrick Academy,72/74 Kirkoswald Road,Maybole,,KA19 8BP,141002092,carrick.mail@south-ayrshire.gov.uk,01655 883003,https://carrickacademysayr.weebly.com/,No,No,Yes,No,No,No,Non-denominational
5521920,Edinburgh City,Local Authority,Carrick Knowe Primary School,Lampacre Road,Edinburgh,,EH12 7HU,906291605,admin@carrickknowe.edin.sch.uk,0131 334 4505,http://www.carrickknowe.edin.sch.uk/,Yes,Yes,No,No,No,No,Non-denominational
5741122,Falkirk,Local Authority,Carron Primary School,Alloa Road,Carron,FALKIRK,FK2 8EJ,136023631,carronprimaryschool@falkirk.gov.uk,01324 503450,http://www.carron.falkirk.sch.uk,Yes,Yes,No,No,No,No,Non-denominational
5747147,Falkirk,Local Authority,Carrongrange High School,Oxgang Road,Grangemouth,,FK3 9HP,136089506,carrongrangeschool@falkirk.gov.uk,01324 492592,http://www.carrongrange.falkirk.sch.uk,No,No,No,Yes,No,No,Non-denominational
5252148,Aberdeenshire,Local Authority,Carronhill School,Mill of Forest Road,Stonehaven,KINCARDINESHIRE,AB39 2GZ,151085315,carronhill.sch@aberdeenshire.gov.uk,01569 690525,http://www.carronhill.aberdeenshire.sch.uk/,Yes,No,No,Yes,No,No,Non-denominational
5741327,Falkirk,Local Authority,Carronshore Primary School,Kincardine Road,Carronshore,FALKIRK,FK2 8AE,136032323,carronshoreprimaryschool@falkirk.gov.uk,01324 503480,http://www.carronshore.falkirk.sch.uk,Yes,Yes,No,No,No,Yes,Non-denominational
5946123,Dumfries & Galloway,Local Authority,Carrutherstown School,Carrutherstown,Dumfries,,DG1 4LD,137062605,gw08officecarruthers@ea.dumgal.sch.uk,01387 840644,https://blogs.glowscotland.org.uk/dg/CarrutherstownPrimarySchool/,No,Yes,No,No,No,No,Non-denominational
8546428,South Lanarkshire,Local Authority,Carstairs Junction Primary School,Coronation Street,Carstairs Junction,,ML11 8QY,484176214,office@carstairsjunction-pri.s-lanark.sch.uk,01555 870301,http://www.carstairsjunction-pri.s-lanark.sch.uk/,Yes,Yes,No,No,No,Yes,Non-denominational
8546320,South Lanarkshire,Local Authority,Carstairs Primary School,Green Avenue,Carstairs,LANARK,ML11 8PT,484176220,office@carstairs-pri.s-lanark.sch.uk,01555 870462,http://www.carstairs-pri.s-lanark.sch.uk/,No,Yes,No,No,No,No,Non-denominational
5402026,Fife,Local Authority,Caskieberran Primary School,Ravenswood Drive,Glenrothes,,KY6 2NZ,320180139,Caskieberranps.enquiries@fife.gov.uk,01592 583418,http://www.fifedirect.org.uk/caskieberranps,Yes,Yes,No,No,No,No,Non-denominational
5918030,Dumfries & Galloway,Local Authority,Castle Douglas High School,Dunmuir Road,Castle Douglas,,DG7 1LQ,137049250,gw08officecastle2@ea.dumgal.sch.uk,01556 502821/2,http://www.dumgal.gov.uk/article/15536/Castle-Douglas-High-School,No,No,Yes,No,No,Yes,Non-denominational
5915422,Dumfries & Galloway,Local Authority,Castle Douglas Primary School,Jenny's Loaning,Castle Douglas,,DG7 1JA,137008750,gw08officecastle@ea.dumgal.sch.uk,01556 502071,https://blogs.glowscotland.org.uk/dg/cdps/,Yes,Yes,No,No,No,Yes,Non-denominational
5900123,Dumfries & Galloway,Local Authority,Castle Kennedy School,Castle Kennedy,Stranraer,,DG9 8RY,137086972,gw08officecastlekenn@ea.dumgal.sch.uk,01776 702988,http://www.dumgal.gov.uk/article/15448/Castle-Kennedy-Primary-School,No,Yes,No,No,No,No,Non-denominational
6203132,Na h-Eileanan Siar,Local Authority,Castlebay School,Castlebay,Barra,,HS9 5XD,139018060,castlebayschool@gnes.net,01871 810100,http://castlebayschool.org.uk/,Yes,Yes,Yes,No,Yes,No,Non-denominational
5531934,Edinburgh City,Local Authority,Castlebrae Community High School,2a Greendykes Road,Edinburgh,,EH16 4DP,906304327,admin@castlebrae.edin.sch.uk,0131 661 1282,http://www.castlebrae.edin.sch.uk/,No,No,Yes,No,No,No,Non-denominational
8530726,South Lanarkshire,Local Authority,Castlefield Primary School,25 Lickprivick Road,Greenhills,EAST KILBRIDE,G75 9DH,484155926,office@castlefield-ps.s-lanark.sch.uk,01355 230810,http://www.castlefield-pri.s-lanark.sch.uk/,Yes,Yes,No,No,No,No,Non-denominational
8628939,Renfrewshire,Local Authority,Castlehead High School,Camphill,off Canal Street,PAISLEY,PA1 2HL,123041804,castleheadhighenquiries@renfrewshire.gov.uk,0300 300 1300,http://www.castleheadhigh.renfrewshire.sch.uk/,No,No,Yes,No,No,Yes,Non-denominational
8111227,Argyll & Bute,Local Authority,Castlehill Primary School,Ralston Road,Campbeltown,ARGYLL,PA28 6LE,125042512,enquiries-castlehill@argyll-bute.gov.uk,01586 553446,https://castlehillschool.wixsite.com/campbeltown,No,Yes,No,No,No,Yes,Non-denominational
8324220,East Dunbartonshire,Local Authority,Castlehill Primary School,Rosslyn Road,Bearsden,,G61 4DL,132034914,office@castlehill.e-dunbarton.sch.uk,0141 955 2215,http://www.castlehill.e-dunbarton.sch.uk,Yes,Yes,No,No,No,Yes,Non-denominational
5421829,Fife,Local Authority,Castlehill Primary School,Ceres Road,Cupar,,KY15 5JT,320175779,Castlehillps.enquiries@fife.gov.uk,01334 659453,http://www.fifedirect.org.uk/castlehillps,Yes,Yes,No,No,No,Yes,Non-denominational
8434034,Glasgow City,Local Authority,Castlemilk High School,223 Castlemilk Drive,,GLASGOW,G45 9JY,906700251940,headteacher@castlemilkhigh.glasgow.sch.uk,0141 582 0050,http://www.castlemilkhigh.glasgow.sch.uk/,No,No,Yes,No,No,No,Non-denominational
8211825,North Ayrshire,Local Authority,Castlepark Primary School,Carron Place,,IRVINE,KA12 9LQ,126041073,castlepark@ea.n-ayrshire.sch.uk,01294 279764,https://blogs.glowscotland.org.uk/na/castleparkprimary/,No,Yes,No,No,No,No,Non-denominational
8410526,Glasgow City,Local Authority,Castleton Primary School,70 Dougrie Road,Castlemilk,GLASGOW,G45 9NW,906700269954,headteacher@castleton-pri.glasgow.sch.uk,0141 634 6913,http://www.castleton-pri.glasgow.sch.uk/,No,Yes,No,No,No,No,Non-denominational
5100321,Highland,Local Authority,Castletown Primary School,Castletown,Thurso,,KW14 8UA,130073100,castletown.primary@highland.gov.uk,01847 821256,https://castletownprimary.wordpress.com/,Yes,Yes,No,No,No,No,Non-denominational
5520029,Edinburgh City,Local Authority,Castleview Primary School,2d Greendykes Road,Edinburgh,,EH16 4DP,906405259,admin@castleview.edin.sch.uk,0131 661 6429,https://castleviewprimary.wordpress.com/,Yes,Yes,No,No,No,No,Non-denominational
5726840,Stirling,Local Authority,Castleview School,Raploch Community Campus,Drip Road,STIRLING,FK8 1SD,122069325,castleps@stirling.gov.uk,01786 272326,https://blogs.glowscotland.org.uk/st/castleview/,Yes,No,No,Yes,No,No,Non-denominational
8512523,North Lanarkshire,Local Authority,Cathedral Primary School,171 Milton Street,Motherwell,,ML1 1DH,118183037,ht@cathedral.n-lanark.sch.uk,01698 274935,http://www.cathedral.n-lanark.sch.uk/,Yes,Yes,No,No,No,No,Roman Catholic
8458332,South Lanarkshire,Local Authority,Cathkin High School,Langlea Road,Cambuslang,,G72 8ES,484153519,office@cathkin.s-lanark.sch.uk,0141 6433470,http://www.cathkin.s-lanark.sch.uk/,No,No,Yes,No,No,No,Non-denominational
8457123,South Lanarkshire,Local Authority,Cathkin Primary School,Burnside Road,Rutherglen,,G73 4AA,484156904,office@cathkin-pri.s-lanark.sch.uk,0141 6344569,http://www.cathkin-pri.s-lanark.sch.uk/,Yes,Yes,No,No,No,Yes,Non-denominational
8240825,East Ayrshire,Local Authority,Catrine Primary School,Fourfields,Catrine,,KA5 6PS,127034451,judith.govans@east-ayrshire.gov.uk,01290 551436,https://blogs.glowscotland.org.uk/ea/catrinepsandecc/,No,Yes,No,No,No,No,Non-denominational
5249325,Aberdeenshire,Local Authority,Catterline School,Catterline,Stonehaven,KINCARDINESHIRE,AB39 2UL,151102870,catterline.sch@aberdeenshire.gov.uk,01569 690500,http://www.catterline.aberdeenshire.sch.uk/,No,Yes,No,No,No,No,Non-denominational
5139627,Highland,Local Authority,Cauldeen Primary School,Mackay Road,Inverness,,IV2 4HZ,130039083,cauldeen.primary@highland.gov.uk,01463 235905,http://www.cauldeenprimary.co.uk/,Yes,Yes,No,No,No,No,Non-denominational
5152623,Highland,Local Authority,Cawdor Primary School,Cawdor,Nairn,,IV12 5XZ,130114380,cawdor.primary@highland.gov.uk,01667 402460,http://cawdorprimaryschool.edublogs.org/welcome/,Yes,Yes,No,No,No,No,Non-denominational
5511844,West Lothian,Local Authority,Cedarbank School,Ladywell East,Livingston,WEST LOTHIAN,EH54 6DR,200004106910,wlcedarbank-sch@westlothian.org.uk,01506 442172,http://www.cedarbankschool.westlothian.org.uk,Yes,No,No,Yes,No,No,Non-denominational
5139724,Highland,Local Authority,Central Primary School,Kenneth Street,Inverness,,IV3 5DW,130111630,central.primary@highland.gov.uk,01463 233906,http://centralprimaryschool.wordpress.com/,Yes,Yes,No,No,No,No,Non-denominational
5421128,Fife,Local Authority,Ceres Primary School,St Andrews Road,Ceres,CUPAR,KY15 5NJ,320175502,ceresps.enquiries@fife.gov.uk,01334 659454,http://www.fifedirect.org.uk/ceresps,Yes,Yes,No,No,No,No,Non-denominational
5616026,Scottish Borders,Local Authority,Channelkirk Primary School,Oxton,Lauder,BERWICKSHIRE,TD2 6PT,116019451,channelkirkps@scotborders.gov.uk,01578 750242,http://www.channelkirkprimaryschool.co.uk/,Yes,Yes,No,No,No,No,Non-denominational
5224721,Aberdeenshire,Local Authority,Chapel Of Garioch School,Chapel Of Garioch,Pitcaple Inverurie,ABERDEENSHIRE,AB51 5HH,151113606,chapelofgarioch.sch@aberdeenshire.gov.uk,01467 536870,http://www.chapelofgarioch.aberdeenshire.sch.uk/,No,Yes,No,No,No,No,Non-denominational
8358125,North Lanarkshire,Local Authority,Chapelgreen Primary School,Mill Road,Queenzieburn,KILSYTH,G65 9EF,118037428,ht@chapelgreen.n-lanark.sch.uk,01236 794836,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5769,Yes,Yes,No,No,No,No,Non-denominational
8511527,North Lanarkshire,Local Authority,Chapelhall Primary School,1 Honeywell Crescent,Chapelhall,AIRDRIE,ML6 8XW,118167577,ht@chapelhall.n-lanark.sch.uk,01236 757654,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5770,Yes,Yes,No,No,No,No,Non-denominational
8500428,North Lanarkshire,Local Authority,Chapelside Primary School,Chapel Street,Airdrie,,ML6 6LH,118142511,ht@chapelside.n-lanark.sch.uk,01236 757650,http://www.chapelside.n-lanark.sch.uk/,No,Yes,No,No,No,No,Non-denominational
8530327,South Lanarkshire,Local Authority,Chapelton Primary School,Glasgow Road,Chapelton,STRATHAVEN,ML10 6RS,484139629,office@chapelton-pri.s-lanark.sch.uk,01357 300243,http://www.chapelton-pri.s-lanark.sch.uk/,No,Yes,No,No,No,No,Non-denominational
5143837,Highland,Local Authority,Charleston Academy,General Booth Road,Kinmylies,INVERNESS,IV3 8ET,130052213,charleston.academy@highland.gov.uk,01463 234324,http://www.charleston.highland.sch.uk/,No,No,Yes,No,No,No,Non-denominational
5246423,Aberdeen City,Local Authority,Charleston School,Charleston Road,Cove,ABERDEEN,AB12 3FH,9051074959,charleston@aberdeencity.gov.uk,01224 249349,http://charleston.aberdeen.sch.uk/,Yes,Yes,No,No,No,No,Non-denominational
8521220,South Lanarkshire,Local Authority,Chatelherault Primary School,Silvertonhill Avenue,Hamilton,,ML3 7NT,484156268,office@chatelherault-ps.s-lanark.sch.uk,01698 282929,http://www.chatelherault-pri.s-lanark.sch.uk/,Yes,Yes,No,No,No,Yes,Non-denominational
5645220,Scottish Borders,Local Authority,Chirnside Primary School,Duns,Berwickshire,,TD11 3HX,116054014,chirnsideps@scotborders.gov.uk,01890 818274,http://chirnside.weebly.com/contact.html,Yes,Yes,No,No,No,No,Non-denominational
8410623,Glasgow City,Local Authority,Chirnsyde Primary School,288 Ashgill Road,Milton,GLASGOW,G22 7SB,906700007336,headteacher@chirnsyde-pri.glasgow.sch.uk,0141 336 8672,https://www.glasgow.gov.uk/index.aspx?articleid=17396,No,Yes,No,No,No,No,Non-denominational
8301042,West Dunbartonshire,Local Authority,Choices School,Main Street,Jamestown,ALEXANDRIA,G83 8PN,129008863,SchoolOffice.Choices@west-dunbarton.gov.uk,01389 773964,https://www.west-dunbarton.gov.uk/schools-and-learning/schools/school-search/the-choices-programme/,No,No,No,Yes,No,No,Non-denominational
8518521,North Lanarkshire,Local Authority,Christ The King Primary,Melrose Avenue,Holytown,MOTHERWELL,ML1 4SG,118136813,ht@christ-the-king.n-lanark.sch.uk,01698 274965,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5772,Yes,Yes,No,No,No,No,Roman Catholic
8300623,West Dunbartonshire,Local Authority,Christie Park Primary School,Middleton Street,,ALEXANDRIA,G83 0DF,129007889,SchoolOffice.ChristiePark@west-dunbarton.gov.uk,01389 753699,http://www.christieparkps.org.uk/,No,Yes,No,No,No,No,Non-denominational
8342334,North Lanarkshire,Local Authority,Chryston High School,Lindsaybeg Road,Chryston,GLASGOW,G69 9DL,118190301,ht@chrystonhigh.n-lanark.sch.uk,01236 794890,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5917,No,No,Yes,No,No,No,Non-denominational
8341125,North Lanarkshire,Local Authority,Chryston Primary School,Lindsaybeg Road,Chryston,GLASGOW,G69 9DW,118096879,ht@chryston-pri.n-lanark.sch.uk,01236 757648,http://www.chryston-pri.n-lanark.sch.uk/,No,Yes,No,No,No,No,Non-denominational
8101922,Argyll & Bute,Local Authority,Clachan Primary School,Clachan,Tarbert,ARGYLL,PA29 6XL,125052236,enquiries-clachan@argyll-bute.gov.uk,01880 740258,http://www.clachan.argyll-bute.sch.uk/,No,Yes,No,No,No,No,Non-denominational
5700922,Clackmannanshire,Local Authority,Clackmannan Primary School,Port Street,Clackmannan,,FK10 4JS,35010496,clackmannan@edu.clacks.gov.uk,01259 724189,https://blogs.glowscotland.org.uk/cl/clackmannanprimary/,Yes,Yes,No,No,No,Yes,Non-denominational
5700442,Clackmannanshire,Local Authority,Clackmannanshire Secondary School Support Service,South School,Bedford Place,ALLOA,FK10 1LJ,10091787904,ssss@edu.clacks.gov.uk,01259 724345,http://clacks-sss.com/,No,No,No,Yes,No,No,Non-denominational
8502226,North Lanarkshire,Local Authority,Clarkston Primary School,12 Findhorn Place,Airdrie,,ML6 7HE,118177859,ht@clarkston.n-lanark.sch.uk,01236 794805,http://www.clarkston.n-lanark.sch.uk/,Yes,Yes,No,No,No,No,Non-denominational
5224829,Aberdeenshire,Local Authority,Clatt School,Clatt,Huntly,ABERDEENSHIRE,AB54 4NY,151112537,clatt.sch@aberdeenshire.gov.uk,01464 635140,http://www.clatt.aberdeenshire.sch.uk/,No,Yes,No,No,No,No,Non-denominational
5320020,Dundee City,Local Authority,Claypotts Castle Primary School,9 Balloch Place,Dundee,,DD4 8TB,9059095131,claypottscastle.primary@dundeecity.gov.uk,01382 307770,http://claypotts.ea.dundeecity.sch.uk/,Yes,Yes,No,No,No,No,Non-denominational
8414327,Glasgow City,Local Authority,Cleeves Primary School,271 Househillmuir Road,,GLASGOW,G53 6NL,906700430496,headteacher@cleeves-pri.glasgow.sch.uk,0141 880 5305,http://www.cleeves-pri.glasgow.sch.uk/,No,Yes,No,No,No,No,Non-denominational
5342228,Perth & Kinross,Local Authority,Cleish Primary School,Cleish,Kinross,,KY13 0LR,124062047,Cleish@pkc.gov.uk,01577 867244,http://www.cleish.pkc.sch.uk/,No,Yes,No,No,No,No,Non-denominational
8511721,North Lanarkshire,Local Authority,Cleland Primary School,26 Main Street,Cleland,MOTHERWELL,ML1 5QN,118046565,ht@cleland.n-lanark.sch.uk,01698 274962,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5775,No,Yes,No,No,No,No,Non-denominational
5324327,Dundee City,Local Authority,Clepington Primary School,Eliza Street,Dundee,,DD4 6TQ,9059030595,clepington.primary@dundeecity.gov.uk,01382 438846,http://clepingtonprimary.ea.dundeecity.sch.uk/,No,Yes,No,No,No,No,Non-denominational
5218624,Aberdeenshire,Local Authority,Clerkhill School,Cairntrodlie,Peterhead,ABERDEENSHIRE,AB42 2AX,151085388,clerkhill.sch@aberdeenshire.gov.uk,01779 403660,http://www.clerkhill.aberdeenshire.sch.uk/,Yes,Yes,No,No,No,No,Non-denominational
5522021,Edinburgh City,Local Authority,Clermiston Primary School,18 Parkgrove Place,Edinburgh,,EH4 7NP,906464775,admin@clermiston.edin.sch.uk,0131 336 3361,http://schools-online.org/cgi-bin/WebObjects/SchoolWebs.woa/wa/school?ID=11435,Yes,Yes,No,No,No,No,Non-denominational
8432236,Glasgow City,Local Authority,Cleveden Secondary School,42 Cleveden Road,,GLASGOW,G12 0JW,906700024396,headteacher@cleveden-sec.glasgow.sch.uk,0141 582 0060,http://www.clevedensecondary.com/,No,No,Yes,No,No,Yes,Non-denominational
8325227,East Dunbartonshire,Local Authority,Clober Primary School,Kirk Street,Milngavie,,G62 7PN,132041652,office@clober.e-dunbarton.sch.uk,0141 955 2232,http://www.clober.e-dunbarton.sch.uk,Yes,Yes,No,No,No,No,Non-denominational
5935628,Dumfries & Galloway,Local Authority,Closeburn School,Closeburn,Thornhill,DUMFRIESSHIRE,DG3 5HP,10091771361,gw08officecloseburn@ea.dumgal.sch.uk,01848 331240,https://dumgal.gov.uk/media/17542/Handbook-Closeburn-Primary-School/pdf/Closeburn_School_Prospectus_18-19.pdf?m=636796160587130000,Yes,Yes,No,No,No,No,Non-denominational
5618126,Scottish Borders,Local Authority,Clovenfords Primary School,Clovenfords,Galashiels,SELKIRKSHIRE,TD1 3LQ,116067537,clovenfordsps@scotborders.gov.uk,01896 662755,http://clovenfordsprimaryschool.co.uk/,Yes,Yes,No,No,No,No,Non-denominational
5532027,Edinburgh City,Local Authority,Clovenstone Primary School,54 Clovenstone Park,Edinburgh,,EH14 3EY,906053496,admin@clovenstone.edin.sch.uk,0131 453 4242,https://clovenstoneprimary.wordpress.com/,Yes,Yes,No,No,No,No,Non-denominational
5206324,Moray,Local Authority,Cluny Primary School,South Pringle Street,Buckie,MORAY,AB56 1PX,133001544,admin.clunyp@moray-edunet.gov.uk,01542 831417,http://www.cluny.moray.sch.uk/,No,Yes,No,No,No,No,Non-denominational
5224926,Aberdeenshire,Local Authority,Cluny School,Sauchen,Inverurie,ABERDEENSHIRE,AB51 7JQ,151113219,cluny.sch@aberdeenshire.gov.uk,01330 700385,http://www.cluny.aberdeenshire.sch.uk/,No,Yes,No,No,No,No,Non-denominational
1004379,Glasgow City,Local Authority,Clyde Primary School,200 Hawick Street,,GLASGOW,G13 4HG,906700513665,headteacher@clyde-pri.glasgow.sch.uk,0141 952 2158,https://blogs.glowscotland.org.uk/gc/clydeprimaryschool/,No,Yes,No,No,No,No,Non-denominational
8517932,North Lanarkshire,Local Authority,Clyde Valley High School,Castlehill Road,Wishaw,,ML2 0LS,118188937,ht@clydevalley.n-lanark.sch.uk,01698 274950,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5918,No,No,Yes,No,No,No,Non-denominational
